TreeID,species,Plot,tree_plot,height,diam10 cm,wt (stem),Bag Type,Stem Mass (dry),weight leaves,year,Total Mass,Total Branch Mass
26,Betula lenta,7,W,12.8,3.2,4.03,lg envelope,0.972,NA,2011,0.972,NA
26,Betula lenta,7,W,9.9,NA,3.63,lg envelope,0.572,NA,2011,0.572,NA
26,Betula lenta,7,W,51,2.6,5.57,lg envelope,2.512,NA,2011,2.512,NA
29,Betula lenta,8,N,47.2,5.8,11.33,lg envelope,8.272,NA,2011,8.272,NA
31,Betula lenta,8,S,52.2,5.9,15.03,snack,9.538,NA,2011,9.538,NA
33,Betula lenta,9,N,142,12.6,113.09,lunch lite,102.225,34.347,2011,136.572,NA
41,Betula lenta,11,N,72,3,7.31,lg envelope,4.252,5.16,2011,9.412,NA
64,Betula lenta,16,E,49.3,2.7,5.53,lg envelope,2.472,NA,2011,2.472,NA
77,Betula lenta,20,N,NA,NA,NA,NA,NA,53.643,2011,53.643,NA
80,Betula lenta,20,E,65.6,NA,10.47,snack,4.978,13.293,2011,18.271,NA
173,Acer rubrum,8,N,77,8,54.04,lunch lite,43.143,NA,2011,43.143,NA
180,Acer rubrum,9,E,34.9,2.4,0.97,none,0.97,NA,2011,0.97,NA
183,Acer rubrum,10,S,42.5,4.4,5.63,lg envelope,2.572,NA,2011,2.572,NA
195,Acer rubrum,13,W,17.5,3.4,4.4,lg envelope,1.342,NA,2011,1.342,NA
210,Acer rubrum,16,E,50.1,4.8,10.15,snack,4.658,NA,2011,4.658,NA
215,Acer rubrum,18,N,35.1,3.7,5.43,lg envelope,2.372,NA,2011,2.372,NA
218,Acer rubrum,18,E,35.5,2.3,1.66,none,1.66,NA,2011,1.66,NA
247,Acer rubrum,26,N,46.1,5.6,9.16,lg envelope,6.102,NA,2011,6.102,NA
255,Acer rubrum,28,N,40.1,2.9,4.96,lg envelope,1.902,NA,2011,1.902,NA
262,Acer rubrum,29,E,43,4.5,10.41,snack,4.918,NA,2011,4.918,NA
263,Acer rubrum,30,N,14.1,1.4,5.33,lg envelope,2.272,NA,2011,2.272,NA
271,Acer rubrum,32,N,23.4,2.2,5.86,lg envelope,2.802,NA,2011,2.802,NA
325,Pinus strobus,13,S,25.5,1.9,3.91,lg envelope,0.852,NA,2011,0.852,NA
354,Pinus strobus,20,E,49.5,9.6,23.38,snack,17.888,NA,2011,17.888,NA
389,Pinus strobus,29,S,35.1,3.8,6.41,lg envelope,3.352,NA,2011,3.352,NA
394,Pinus strobus,30,E,28,3.5,4.93,lg envelope,1.872,NA,2011,1.872,NA
400,Pinus strobus,32,W,26.8,4.1,5.69,lg envelope,2.632,NA,2011,2.632,NA
411,Pinus strobus,35,N,35,4.2,7.47,lg envelope,4.412,NA,2011,4.412,NA
413,Pinus strobus,35,S,25.1,4.5,6.51,lg envelope,3.452,NA,2011,3.452,NA
424,Quercus rubra,2,W,16.5,4.2,1.4,none,1.4,NA,2011,1.4,NA
425,Quercus rubra,2,S,35,4.4,7.92,none,7.92,NA,2011,7.92,NA
441,Quercus rubra,6,S,12.7,3.8,4.1,lg envelope,1.042,NA,2011,1.042,NA
447,Quercus rubra,8,N,86.9,8.3,45.11,lunch lite,34.213,NA,2011,34.213,NA
462,Quercus rubra,11,E,NA,NA,NA,NA,NA,3.287,2011,3.287,NA
488,Quercus rubra,18,W,19.2,2.6,5.79,lg envelope,2.732,NA,2011,2.732,NA
504,Quercus rubra,22,W,25.5,3.9,6.59,lg envelope,3.532,NA,2011,3.532,NA
520,Quercus rubra,16,W,35,5,9.7,lg envelope,6.642,NA,2011,6.642,NA
528,Quercus rubra,28,W,17.8,2.5,4.21,lg envelope,1.152,NA,2011,1.152,NA
534,Quercus rubra,29,E,21,2.8,6.66,lg envelope,3.602,NA,2011,3.602,NA
535,Quercus rubra,30,N,10.5,1.6,3.69,lg envelope,0.632,NA,2011,0.632,NA
537,Quercus rubra,30,S,7.4,NA,4.43,lg envelope,1.372,NA,2011,1.372,NA
562,Quercus rubra,36,W,23.1,3.4,6.19,lg envelope,3.132,NA,2011,3.132,NA
584,Pinus strobus,30,E,16,2.1,3.65,lg envelope,0.592,NA,2011,0.592,NA
586,Pinus strobus,34,E,15.8,1.8,3.8,lg envelope,0.742,NA,2011,0.742,NA
1001,Betula nigra,1,W,14.5,0.6,3.5,lg envelope,0.442,NA,2011,0.442,NA
1002,Betula nigra,1,S,56.5,3.1,5.72,lg envelope,2.662,NA,2011,2.662,NA
1017,Betula nigra,5,W,80,7.5,27.72,lunch lite,24.662,NA,2011,24.662,NA
1025,Betula nigra,7,W,89,7.8,25.27,lunch lite,22.212,NA,2011,22.212,NA
1033,Betula nigra,9,E,63,4.5,10.92,snack,7.862,NA,2011,7.862,NA
1045,Betula nigra,12,W,24.1,2.1,3.89,lg envelope,0.832,NA,2011,0.832,NA
1053,Betula nigra,14,W,48.6,2.1,4.29,lg envelope,1.232,NA,2011,1.232,NA
1067,Betula nigra,17,E,98.5,6.3,15.42,lg envelope,12.362,NA,2011,12.362,NA
1069,Betula nigra,18,W,97.7,5.7,14.5,snack,11.442,NA,2011,11.442,NA
1072,Betula nigra,19,N,77.3,6,13.45,snack,10.392,NA,2011,10.392,NA
1075,Betula nigra,19,E,89,6.1,20.41,lunch bag,17.352,NA,2011,17.352,NA
1088,Betula nigra,23,N,28.5,2.9,4.22,lg envelope,1.162,NA,2011,1.162,NA
1110,Betula nigra,28,S,51.1,4,5.98,lg envelope,2.922,NA,2011,2.922,NA
1111,Betula nigra,28,E,74.7,6,16.65,snack,13.592,NA,2011,13.592,NA
1114,Betula nigra,29,S,53.8,3.7,5.7,lg envelope,2.642,NA,2011,2.642,NA
1118,Betula nigra,30,S,54.1,5.4,10.78,snack,7.722,NA,2011,7.722,NA
1132,Betula nigra,34,N,12.3,1.5,3.44,lg envelope,0.382,NA,2011,0.382,NA
1138,Betula nigra,11,W,5.7,NA,0.16,none,-2.898,NA,2011,-2.898,NA
1145,Betula nigra,42,W,86,2.5,10.9,lg envelope,7.842,NA,2011,7.842,NA
1149,Quercus rubra,41,W,3,NA,3.75,lg envelope,0.692,NA,2011,0.692,NA
1163,Quercus rubra,2,E,9.3,NA,3.83,lg envelope,0.772,NA,2011,0.772,NA
1168,Quercus rubra,4,N,23.9,2,4.12,lg envelope,1.062,NA,2011,1.062,NA
1176,Quercus rubra,6,N,19.5,2.2,4.27,lg envelope,1.212,NA,2011,1.212,NA
1178,Quercus rubra,6,S,34.6,2.3,4.44,lg envelope,1.382,NA,2011,1.382,NA
1184,Quercus rubra,8,N,19.6,1.6,4.38,lg envelope,1.322,NA,2011,1.322,NA
1186,Quercus rubra,8,S,19.1,1.5,0.46,none,0.46,NA,2011,0.46,NA
1191,Quercus rubra,8,E,24,3.6,6.46,lg envelope,3.402,NA,2011,3.402,NA
1193,Quercus rubra,10,W,11,2.3,3.69,lg envelope,0.632,NA,2011,0.632,NA
1194,Quercus rubra,10,S,9.5,NA,0.86,none,0.86,NA,2011,0.86,NA
1196,Quercus rubra,11,N,NA,NA,6.16,snack,0.668,NA,2011,0.668,NA
1197,Quercus rubra,11,W,NA,NA,5.65,lg envelope,2.592,NA,2011,2.592,NA
1198,Quercus rubra,11,S,20.1,1.6,4.62,lg envelope,1.562,2.49,2011,4.052,NA
1206,Quercus rubra,13,S,17.8,2.1,3.89,lg envelope,0.832,NA,2011,0.832,NA
1210,Quercus rubra,14,S,20,2.4,3.74,lg envelope,0.682,NA,2011,0.682,NA
1214,Quercus rubra,15,S,NA,NA,0.33,none,0.33,NA,2011,0.33,NA
1217,Quercus rubra,16,W,20.4,2.7,1.04,none,1.04,NA,2011,1.04,NA
1249,Quercus rubra,24,W,8.9,NA,3.6,lg envelope,0.542,NA,2011,0.542,NA
1261,Quercus rubra,27,W,7.2,NA,3.54,lg envelope,0.482,NA,2011,0.482,NA
1263,Quercus rubra,27,E,21.9,2.4,3.96,lg envelope,0.902,NA,2011,0.902,NA
1266,Quercus rubra,28,S,17.3,2,4.05,lg envelope,0.992,NA,2011,0.992,NA
1267,Quercus rubra,28,E,17.1,2.7,3.85,lg envelope,0.792,NA,2011,0.792,NA
1272,Quercus rubra,30,N,20.3,1.2,0.55,none,0.55,NA,2011,0.55,NA
1273,Quercus rubra,30,W,7.7,NA,4.02,lg envelope,0.962,NA,2011,0.962,NA
1275,Quercus rubra,30,E,7.9,NA,3.43,lg envelope,0.372,NA,2011,0.372,NA
1279,Quercus rubra,31,E,18.6,2.4,4,lg envelope,0.942,NA,2011,0.942,NA
1284,Quercus rubra,33,N,24.4,2.8,5.51,lg envelope,2.452,NA,2011,2.452,NA
1297,Quercus rubra,36,S,22.4,3.7,6.29,lg envelope,3.232,NA,2011,3.232,NA
1298,Quercus rubra,36,E,23.8,3.7,6.51,lg envelope,3.452,NA,2011,3.452,NA
1300,Quercus rubra,42,N,9.7,NA,2.34,sm envelope,0.781,NA,2011,0.781,NA
1307,Quercus rubra,41,W,11.7,NA,4.01,lg envelope,0.952,NA,2011,0.952,NA
1309,Quercus rubra,40,W,9.2,NA,4.24,lg envelope,1.182,NA,2011,1.182,NA
1326,Acer rubrum,4,S,34,2.2,0.78,none,0.78,NA,2011,0.78,NA
1332,Acer rubrum,6,N,26,1.7,0.61,none,0.61,0.29,2011,0.9,NA
1337,Acer rubrum,7,N,8.6,NA,4.01,lg envelope,0.952,NA,2011,0.952,NA
1359,Acer rubrum,12,E,21.5,1.5,5.44,lg envelope,2.382,NA,2011,2.382,NA
1364,Acer rubrum,14,S,30,2.7,1.18,none,1.18,NA,2011,1.18,NA
1371,Acer rubrum,15,E,29.5,3,4.66,lg envelope,1.602,NA,2011,1.602,NA
1371,Acer rubrum,15,E,40.4,3.2,6.32,lg envelope,3.262,NA,2011,3.262,NA
1383,Acer rubrum,18,E,17,2.3,3.68,lg envelope,0.622,NA,2011,0.622,NA
1384,Acer rubrum,19,N,21.6,2.2,3.82,lg envelope,0.762,NA,2011,0.762,NA
1422,Acer rubrum,28,S,9.7,NA,3.37,lg envelope,0.312,NA,2011,0.312,NA
1436,Acer rubrum,32,N,28.3,1.3,0.33,none,0.33,NA,2011,0.33,NA
1456,Acer rubrum,42,N,10.5,2,2.13,sm envelope,0.571,NA,2011,0.571,NA
1491,Acer rubrum,29,E,30.9,1.7,0.62,none,0.62,NA,2011,0.62,NA
2014,Pinus strobus,28,E,11.8,1.2,3.45,lg envelope,0.392,NA,2011,0.392,NA
2052,Pinus strobus,29,S,15.5,2.1,3.58,lg envelope,0.522,NA,2011,0.522,NA
2131,Betula nigra,12,E,?,3.8,2.36,none,-0.698,NA,2011,-0.698,NA
2139,Betula nigra,29,E,76.9,5.1,11.21,snack,8.152,NA,2011,8.152,NA
2156,Quercus rubra,15,W,12,2.1,4.03,lg envelope,0.972,NA,2011,0.972,NA
2164,Quercus rubra,22,S,22.7,1.6,4.41,lg envelope,1.352,NA,2011,1.352,NA
2166,Quercus rubra,2,S,23,1.6,3.91,lg envelope,0.852,NA,2011,0.852,NA
2183,Quercus rubra,5,S,26.6,3.5,5.26,lg envelope,2.202,NA,2011,2.202,NA
456 or 1193,Quercus rubra,10,W,NA,NA,0.11,none,0.11,0.96,2011,1.07,NA
NA,Betula lenta,5,NA,NA,NA,NA,NA,NA,0.19,2011,0.19,NA
C44,Betula lenta,40,S,17.8,NA,5.34,lg envelope,2.282,NA,2011,2.282,NA
C7,Betula lenta,42,E,11,2.4,5.3,lg envelope,2.242,NA,2011,2.242,NA
145,Acer rubrum,1,N,52,6.1,11,lg envelope,7.942,NA,2011,7.942,NA
275,Pinus strobus,1,N,30.5,4.8,5.05,lg envelope,1.992,NA,2011,1.992,NA
276,Pinus strobus,1,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
278,Pinus strobus,1,E,NA,8.6,NA,NA,NA,NA,2011,NA,NA
420,Quercus rubra,1,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
421,Quercus rubra,1,S,42,6.2,14.71,lg envelope,11.652,NA,2011,11.652,NA
1156,Quercus rubra,1,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
1312,Acer rubrum,1,N,27.5,2.6,3.05,small envelope,1.491,NA,2011,1.491,NA
1315,Acer rubrum,1,E,24.3,2.3,4.2,lg envelope,1.142,NA,2011,1.142,NA
2000,Pinus strobus,1,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
148,Acer rubrum,1,E,62,7.4,15.69,lg envelope,12.632,NA,2011,12.632,NA
149,Acer rubrum,2,N,50.6,4.9,9.49,lg envelope,6.432,NA,2011,6.432,NA
150,Acer rubrum,2,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
151,Acer rubrum,2,S,45,6.4,13.98,lg envelope,10.922,NA,2011,10.922,NA
152,Acer rubrum,2,E,22.5,4.9,6.26,lg envelope,3.202,NA,2011,3.202,NA
279,Pinus strobus,2,N,55,8.4,23.3,lunch,12.8,NA,2011,12.8,NA
423,Quercus rubra,2,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
1160,Quercus rubra,2,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
1317,Acer rubrum,2,W,10.8,1.6,2.38,1pt3s,NA,NA,2011,NA,NA
1481,Acer rubrum,2,N,34.5,2.5,4.75,lg envelope,1.692,NA,2011,1.692,NA
283,Pinus strobus,3,N,43,8,21.3,lunch,10.8,NA,2011,10.8,NA
286,Pinus strobus,3,E,36,4.7,7.49,lg envelope,4.432,NA,2011,4.432,NA
1008,betula nigra,3,N,54,3,5.43,lg envelope,2.372,NA,2011,2.372,NA
1320,Acer rubrum,3,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
1321,Acer rubrum,3,W,36,2.5,NA,NA,NA,NA,2011,NA,NA
2002,Pinus strobus,3,S,19,3.2,4.62,lg envelope,1.562,NA,2011,1.562,NA
158,Acer rubrum,4,W,NA,NA,4.3,lg envelope,1.242,NA,2011,1.242,NA
160,Acer rubrum,4,E,34,2.5,5.78,lg envelope,2.722,NA,2011,2.722,NA
287,Pinus strobus,4,N,40,4.1,6.58,lg envelope,3.522,NA,2011,3.522,NA
288,Pinus strobus,4,W,45,6.7,18.01,lunch,7.51,NA,2011,7.51,NA
433,Quercus rubra,4,S,NA,NA,NA,NA,NA,NA,2011,NA,NA
1012,betula nigra,4,N,73,6.7,19.38,lunch,16.322,NA,2011,16.322,NA
1015,betula nigra,4,E,64,5.5,15.71,lunch,12.652,NA,2011,12.652,NA
1171,Quercus rubra,4,E,NA,NA,NA,NA,NA,NA,2011,NA,NA
1324,Acer rubrum,4,N,29,2.2,4.39,lg envelope,1.332,NA,2011,1.332,NA
1327,Acer rubrum,4,E,23.2,1.8,4.08,lg envelope,1.022,NA,2011,1.022,NA
17,Betula lenta,5,N,76,2.8,21.41,lunch,10.91,NA,2011,10.91,NA
292,Pinus strobus,5,W,46.5,8.2,21.95,lunch lite,11.39,NA,2011,11.39,NA
294,Pinus strobus,5,E,54,7.3,20.93,lunch,10.43,NA,2011,10.43,NA
1016,betula nigra,5,N,92,9,35.98,lunch,32.922,NA,2011,32.922,NA
1173,Quercus rubra,5,N,21,3.1,5.56,lg envelope,2.502,NA,2011,2.502,NA
1331,Acer rubrum,5,E,NA,NA,NA,NA,NA,NA,2011,NA,NA
22,Betula lenta,6,W,74,5.3,24.72,lunch,14.22,NA,2011,14.22,NA
165,Acer rubrum,6,N,102,9,24.93,snack,19.438,NA,2011,19.438,NA
167,Acer rubrum,6,S,58,3.7,19.97,lunch,9.47,NA,2011,9.47,NA
295,Pinus strobus,6,N,56,11.6,39.39,lunch lite,28.83,NA,2011,28.83,NA
296,Pinus strobus,6,W,44.5,6.3,10.62,lg envelope,7.562,NA,2011,7.562,NA
297,Pinus strobus,6,S,47.5,8.5,27.46,lunch,16.96,NA,2011,16.96,NA
581,Pinus strobus,6,E,34.5,5.1,7.55,lg envelope,4.492,NA,2011,4.492,NA
1021,betula nigra,6,W,86,9,31.54,lunch,28.482,NA,2011,28.482,NA
1022,betula nigra,6,S,88,7.4,27.45,lunch,24.392,NA,2011,24.392,NA
1023,betula nigra,6,E,89,8.4,27.63,lunch,24.572,NA,2011,24.572,NA
1179,Quercus rubra,6,E,NA,NA,NA,NA,NA,NA,2011,NA,NA
1332,Acer rubrum,6,N,NA,NA,6.1,lg envelope,3.042,NA,2011,3.042,NA
1334,Acer rubrum,6,S,NA,NA,NA,NA,NA,NA,2011,NA,NA
2144,betula nigra,6,N,94,7.5,61.92,grocery,58.862,NA,2011,58.862,NA
28,Betula lenta,7,E,50,2.4,5.03,lg envelope,1.972,NA,2011,1.972,NA
299,Pinus strobus,7,N,70,9.5,26.82,snack,21.328,12.362,2011,33.69,NA
300,Pinus strobus,7,W,49.5,7.4,15.92,snack,10.428,7.282,2011,17.71,NA
301,Pinus strobus,7,S,65.8,13,48.9,lunch lite,38.34,NA,2011,38.34,NA
302,Pinus strobus,7,E,75,14.2,62.62,lunch lite,52.06,42.908,2011,94.968,NA
1024,betula nigra,7,N,NA,NA,NA,NA,#VALUE!,NA,2011,#VALUE!,NA
1026,betula nigra,7,S,77,5.7,13.06,lg envelope,10.002,NA,2011,10.002,NA
1181,Quercus rubra,7,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
1336,Acer rubrum,7,N,33,2.3,4.5,lg envelope,1.442,NA,2011,1.442,NA
1337,Acer rubrum,7,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
32,Betula lenta,8,E,78.5,6.6,17.3,snack,11.808,NA,2011,11.808,NA
176,Acer rubrum,8,E,NA,NA,NA,NA,NA,NA,2011,NA,NA
303,Pinus strobus,8,N,6908,11.8,45.5,lunch lite,34.94,25.838,2011,60.778,NA
304,Pinus strobus,8,W,144,23.3,243.43,grocery,198.098,60.518,2011,258.616,NA
305,Pinus strobus,8,S,93,19.3,84.39,lunch lite,73.83,NA,2011,73.83,NA
306,Pinus strobus,8,E,83.5,14.6,67.75,lunch lite,57.19,NA,2011,57.19,NA
448,Quercus rubra,8,W,60,8,20.06,snack,14.568,NA,2011,14.568,NA
1029,betula nigra,8,W,119,13.1,53.53,lunch,50.472,NA,2011,50.472,NA
1185,Quercus rubra,8,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
1187,Quercus rubra,8,E,NA,NA,NA,NA,NA,NA,2011,NA,NA
1340,Acer rubrum,8,N,32,2.9,6.05,lg envelope,2.992,NA,2011,2.992,NA
1342,Acer rubrum,8,S,NA,NA,NA,NA,NA,NA,2011,NA,NA
1343,Acer rubrum,8,E,28,2.5,NA,NA,NA,NA,2011,NA,NA
34,Betula lenta,9,W,153,22.7,298.08,grocery,252.748,NA,2011,252.748,NA
35,Betula lenta,9,S,149,12.9,106.84,grocery,61.508,NA,2011,61.508,NA
36,Betula lenta,9,E,199,16.3,232.69,grocery,187.358,NA,2011,187.358,NA
178,Acer rubrum,9,W,185,12.1,147.97,lunch lite,137.41,NA,2011,137.41,NA
179,Acer rubrum,9,S,223,32.9,584.4,grocery,539.068,NA,2011,539.068,NA
180,Acer rubrum,9,E,209,20.8,NA,NA,NA,NA,2011,NA,NA
308,Pinus strobus,9,W,73,14.2,56.15,lunch,45.65,NA,2011,45.65,NA
309,Pinus strobus,9,S,120.4,21.1,167,grocery,121.668,NA,2011,121.668,NA
310,Pinus strobus,9,E,84,13.9,56.92,lunch lite,46.36,NA,2011,46.36,NA
1344,Acer rubrum,9,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
1498,Acer rubrum,9,E,NA,NA,10.61,snack,5.118,NA,2011,5.118,NA
2143,betula nigra,9,E,154.5,14.6,78.85,lunch lite,75.792,NA,2011,75.792,NA
37,Betula lenta,10,N,185,11.6,121.43,lunch lite,110.87,NA,2011,110.87,NA
39,Betula lenta,10,S,228,23.7,335.41,grocery,290.078,NA,2011,290.078,NA
40,Betula lenta,10,E,255,37.1,541.39,grocery,496.058,NA,2011,496.058,NA
182,Acer rubrum,10,N,245,23.3,610.15,grocery,564.818,NA,2011,564.818,NA
184,Acer rubrum,10,S,174.8,12.6,69.9,lunch lite,59.34,NA,2011,59.34,NA
185,Acer rubrum,10,E,53,4,6.19,lg envelope,3.132,NA,2011,3.132,NA
311,Pinus strobus,10,N,115,21.2,143.8,grocery,98.468,NA,2011,98.468,NA
312,Pinus strobus,10,W,63.5,16.6,69.12,lunch lite,58.56,NA,2011,58.56,NA
313,Pinus strobus,10,S,72,13.6,57.98,lunch lite,47.42,NA,2011,47.42,NA
314,Pinus strobus,10,E,117,17.4,81.28,lunch lite,70.72,NA,2011,70.72,NA
1036,betula nigra,10,N,92,7.2,50.53,lunch,47.472,NA,2011,47.472,NA
1194,Quercus rubra,10,S,NA,NA,NA,NA,NA,NA,2011,NA,NA
1348,Acer rubrum,10,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
2103,betula nigra,10,S,144,9.5,40.54,lunch,37.482,NA,2011,37.482,NA
41,Betula lenta,11,N,182,7.8,115.6,lunch lite,105.04,NA,2011,105.04,NA
42,Betula lenta,11,W,173.8,13.9,77.92,lunch lite,67.36,NA,2011,67.36,NA
43,Betula lenta,11,S,175.5,19.7,87.25,lunch lite,76.69,NA,2011,76.69,NA
186,Acer rubrum,11,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
187,Acer rubrum,11,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
189,Acer rubrum,11,E,116,10.9,45.63,lunch lite,35.07,NA,2011,35.07,NA
315,Pinus strobus,11,N,112,20.2,116.11,lunch lite,105.55,48.858,2011,154.408,NA
316,Pinus strobus,11,W,104,17.8,105.11,lunch lite,94.55,44.998,2011,139.548,NA
318,Pinus strobus,11,E,75,17.2,82.94,lunch lite,72.38,NA,2011,72.38,NA
1040,betula nigra,11,N,129,9.8,42.75,lunch,39.692,NA,2011,39.692,NA
1352,Acer rubrum,11,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
1353,Acer rubrum,11,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
1355,Acer rubrum,11,E,NA,NA,NA,NA,NA,NA,2011,NA,NA
45,Betula lenta,12,N,NA,NA,48.18,lunch lite,37.62,NA,2011,37.62,NA
46,Betula lenta,12,W,149,15.4,117.25,grocery,71.918,NA,2011,71.918,NA
47,Betula lenta,12,S,88,5.9,22.9,lunch lite,12.34,NA,2011,12.34,NA
190,Acer rubrum,12,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
