TreeID,species,Plot,tree_plot,height,diam10 cm,wt (stem),Bag Type,Stem Mass (dry),weight leaves,year,Total Mass,Total Branch Mass
191,Acer rubrum,12,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
193,Acer rubrum,12,E,124,11.2,46.94,lunch lite,36.38,NA,2011,36.38,NA
319,Pinus strobus,12,N,80.5,13.8,63.25,lunch lite,52.69,26.348,2011,79.038,NA
320,Pinus strobus,12,W,73,12.6,53.34,lunch lite,42.78,NA,2011,42.78,NA
321,Pinus strobus,12,S,NA,NA,NA,NA,NA,NA,2011,NA,NA
322,Pinus strobus,12,E,89,13,57.04,lunch lite,46.48,24.848,2011,71.328,NA
587,Pinus strobus,12,S,NA,NA,NA,NA,NA,NA,2011,NA,NA
1046,betula nigra,12,S,72,5.7,10.21,lg envelope,7.152,NA,2011,7.152,NA
1202,Quercus rubra,12,S,29,1.7,5.8,lg envelope,2.742,NA,2011,2.742,NA
1357,Acer rubrum,12,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
194,Acer rubrum,13,N,69.5,7.5,22.44,snack,16.948,NA,2011,16.948,NA
196,Acer rubrum,13,S,67,5.2,14.24,snack,8.748,NA,2011,8.748,NA
323,Pinus strobus,13,N,72,11,34.56,snack,29.068,NA,2011,29.068,NA
324,Pinus strobus,13,W,39,8.2,18.55,snack,13.058,NA,2011,13.058,NA
326,Pinus strobus,13,E,35,5.4,12.45,snack,6.958,NA,2011,6.958,NA
1362,Acer rubrum,13,S,NA,NA,5.36,lg envelope,2.302,NA,2011,2.302,NA
199,Acer rubrum,14,N,38,4.1,10.87,snack,5.378,NA,2011,5.378,NA
200,Acer rubrum,14,W,37,5.5,9.85,snack,4.358,NA,2011,4.358,NA
202,Acer rubrum,14,E,53.5,4.2,10.81,snack,5.318,NA,2011,5.318,NA
327,Pinus strobus,14,N,50.5,6.6,16.41,snack,10.918,NA,2011,10.918,NA
328,Pinus strobus,14,W,18.5,4,9.16,snack,3.668,NA,2011,3.668,NA
329,Pinus strobus,14,S,64,9.3,8.36,snack,2.868,NA,2011,2.868,NA
1052,betula nigra,14,N,72,6,17.46,snack,14.402,NA,2011,14.402,NA
1211,Quercus rubra,14,E,NA,NA,8.8,snack,3.308,NA,2011,3.308,NA
1365,Acer rubrum,14,N,15,1.5,4.33,lg envelope,1.272,NA,2011,1.272,NA
60,Betula lenta,15,E,39,4,6.14,lg envelope,3.082,NA,2011,3.082,NA
331,Pinus strobus,15,N,64,8.1,28.23,lunch lite,17.67,NA,2011,17.67,NA
332,Pinus strobus,15,W,94.5,14.8,116.45,grocery,71.118,35.458,2011,106.576,NA
333,Pinus strobus,15,S,57.5,8.5,22.83,snack,17.338,NA,2011,17.338,NA
1056,betula nigra,15,N,42,4.5,6.58,lg envelope,3.522,NA,2011,3.522,NA
1057,betula nigra,15,W,85,8.2,31.09,lunch,28.032,NA,2011,28.032,NA
1059,betula nigra,15,E,73,7,16.66,snack,13.602,NA,2011,13.602,NA
1212,Quercus rubra,15,N,40,2.4,4.91,medium envelope,NA,NA,2011,NA,NA
1215,Quercus rubra,15,E,20.5,1.4,6.41,snack,0.918,NA,2011,0.918,NA
1510,Acer rubrum,15,N,34,3,5.77,lg envelope,2.712,NA,2011,2.712,NA
2042,Pinus strobus,15,E,32.5,5.8,9.2,lg envelope,6.142,NA,2011,6.142,NA
209,Acer rubrum,16,S,37.5,2.6,7.44,snack,1.948,NA,2011,1.948,NA
336,Pinus strobus,16,W,50,7.6,23.83,lunch lite,13.27,NA,2011,13.27,NA
337,Pinus strobus,16,S,88.2,15.8,73.14,lunch lite,62.58,28.318,2011,90.898,NA
338,Pinus strobus,16,E,83.5,14,64.01,lunch lite,53.45,24.648,2011,78.098,NA
482,Quercus rubra,16,E,24,2.5,7.13,snack,1.638,NA,2011,1.638,NA
1372,Acer rubrum,16,N,NA,NA,2.79,small envelope,1.231,NA,2011,1.231,NA
2045,Pinus strobus,16,W,28.5,5.5,10.38,snack,4.888,NA,2011,4.888,NA
66,Betula lenta,17,W,44.5,8.2,15.93,snack,10.438,NA,2011,10.438,NA
339,Pinus strobus,17,N,48,6.1,13.94,snack,8.448,4.412,2011,12.86,NA
341,Pinus strobus,17,S,78.5,10.3,63.4,lunch lite,52.84,16.552,2011,69.392,NA
484,Quercus rubra,17,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
582,Pinus strobus,17,W,NA,NA,8.57,snack,3.078,NA,2011,3.078,NA
1065,betula nigra,17,W,63.5,5.3,12.88,snack,9.822,NA,2011,9.822,NA
1066,betula nigra,17,S,71,5.4,12.42,snack,9.362,NA,2011,9.362,NA
2047,Pinus strobus,17,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
69,Betula lenta,18,N,127,15.4,139.83,grocery,94.498,NA,2011,94.498,NA
344,Pinus strobus,18,W,88,14.7,69.23,lunch lite,58.67,47.488,2011,106.158,NA
346,Pinus strobus,18,E,102.5,16.1,83.17,lunch lite,72.61,39.738,2011,112.348,NA
2010,Pinus strobus,18,S,28,6.6,NA,NA,NA,NA,2011,NA,NA
73,Betula lenta,19,N,166,17.2,159.85,grocery,114.518,NA,2011,114.518,NA
347,Pinus strobus,19,N,65,11,NA,NA,NA,25.68,2011,25.68,NA
348,Pinus strobus,19,W,98,21.5,137.45,lunch lite,126.89,63.708,2011,190.598,NA
349,Pinus strobus,19,S,64.5,16.8,89.19,lunch lite,78.63,NA,2011,78.63,NA
350,Pinus strobus,19,E,136,20.8,219.59,grocery,174.258,80.758,2011,255.016,NA
588,Pinus strobus,19,N,45.4,7.3,15.75,snack,10.258,NA,2011,10.258,NA
77,Betula lenta,20,N,162,15.5,189.79,grocery,144.458,NA,2011,144.458,NA
79,Betula lenta,20,S,194,21.4,265.25,grocery,219.918,NA,2011,219.918,NA
80,Betula lenta,20,E,151.4,26.5,360,grocery,314.668,NA,2011,314.668,NA
223,Acer rubrum,20,N,54,6.2,11.39,snack,5.898,NA,2011,5.898,NA
224,Acer rubrum,20,W,181.8,18.5,196.46,grocery,151.128,NA,2011,151.128,NA
226,Acer rubrum,20,E,94.5,8,21.42,snack,15.928,NA,2011,15.928,NA
351,Pinus strobus,20,N,58,13.7,85.94,grocery,40.608,NA,2011,40.608,NA
352,Pinus strobus,20,W,105.8,19.1,155.93,grocery,110.598,NA,2011,110.598,NA
353,Pinus strobus,20,S,124.2,23.6,221.63,grocery,176.298,74.248,2011,250.546,NA
497,Quercus rubra,20,S,145.5,12.5,71.05,lunch lite,60.49,NA,2011,60.49,NA
1077,betula nigra,20,W,96,4.1,10.71,snack,7.652,NA,2011,7.652,NA
1078,betula nigra,20,S,131,5.8,25.37,lunch,22.312,NA,2011,22.312,NA
1388,Acer rubrum,20,N,NA,NA,NA,NA,NA,NA,2011,NA,NA
227,Acer rubrum,21,N,53.5,5.2,17.19,lunch lite,6.63,NA,2011,6.63,NA
228,Acer rubrum,21,W,62,7.4,17.64,snack,12.148,NA,2011,12.148,NA
229,Acer rubrum,21,S,60,5.5,12.52,snack,7.028,NA,2011,7.028,NA
355,Pinus strobus,21,N,75,11.1,40.27,lunch lite,29.71,NA,2011,29.71,NA
356,Pinus strobus,21,W,40,6.5,12.96,snack,7.468,NA,2011,7.468,NA
358,Pinus strobus,21,E,32.5,5,14.92,lunch lite,4.36,NA,2011,4.36,NA
1513,Acer rubrum,21,N,27.5,2,2.83,1pt2s,0.685,NA,2011,0.685,NA
231,Acer rubrum,22,N,NA,NA,7,lg envelope,3.942,NA,2011,3.942,NA
232,Acer rubrum,22,W,NA,NA,6.24,lg envelope,3.182,NA,2011,3.182,NA
359,Pinus strobus,22,N,80,18.6,56.55,lunch lite,45.99,14.898,2011,60.888,NA
362,Pinus strobus,22,E,56,8.5,61.44,grocery,16.108,NA,2011,16.108,NA
1526,Acer rubrum,22,N,29.5,3,5.29,lg envelope,2.232,NA,2011,2.232,NA
89,Betula lenta,23,N,92,8.6,73.08,grocery,27.748,NA,2011,27.748,NA
235,Acer rubrum,23,N,124,9.7,41.64,lunch lite,31.08,NA,2011,31.08,NA
363,Pinus strobus,23,N,116,18,94.3,lunch lite,83.74,NA,2011,83.74,NA
364,Pinus strobus,23,W,107,13.5,81.52,lunch lite,70.96,NA,2011,70.96,NA
365,Pinus strobus,23,S,61,12.8,38.8,lunch lite,28.24,NA,2011,28.24,NA
366,Pinus strobus,23,E,80.9,14.4,49.29,light lunch,38.73,NA,2011,38.73,NA
1089,betula nigra,23,W,54.5,4.1,8.23,snack,5.172,NA,2011,5.172,NA
96,Betula lenta,24,E,123.5,13.1,108.67,grocery,63.338,NA,2011,63.338,NA
239,Acer rubrum,24,N,155.2,24.9,202.04,grocery,156.708,NA,2011,156.708,NA
242,Acer rubrum,24,E,100.1,10.4,43.71,lunch lite,33.15,NA,2011,33.15,NA
367,Pinus strobus,24,N,50,8.4,12.85,snack,7.358,NA,2011,7.358,NA
368,Pinus strobus,24,W,92.2,16.8,77.06,lunch lite,66.5,NA,2011,66.5,NA
369,Pinus strobus,24,S,25,3.4,5.07,lg envelope,2.012,NA,2011,2.012,NA
370,Pinus strobus,24,E,99.1,18.6,53.43,lunch lite,42.87,NA,2011,42.87,NA
1250,Quercus rubra,24,S,25,2.5,5.42,lg envelope,2.362,NA,2011,2.362,NA
1251,Quercus rubra,24,E,24,3,5.29,lg envelope,2.232,NA,2011,2.232,NA
243,Acer rubrum,25,N,77,8.7,24.51,lunch lite,13.95,NA,2011,13.95,NA
244,Acer rubrum,25,W,37,5,6.87,lg envelope,3.812,NA,2011,3.812,NA
372,Pinus strobus,25,W,110,20.4,153.2,grocery,107.868,NA,2011,107.868,NA
373,Pinus strobus,25,S,103.5,21.5,162.5,grocery,117.168,41.828,2011,158.996,NA
374,Pinus strobus,25,E,88.6,14.3,56,lunch lite,45.44,23.338,2011,68.778,NA
518,Quercus rubra,25,E,60,5.7,39.17,lunch,28.67,NA,2011,28.67,NA
1253,Quercus rubra,25,W,51,4.6,11.07,snack,5.578,NA,2011,5.578,NA
375,Pinus strobus,26,N,88,12.5,49.8,lunch lite,39.24,NA,2011,39.24,NA
377,Pinus strobus,26,S,93,19.5,107.08,lunch lite,96.52,NA,2011,96.52,NA
1257,Quercus rubra,26,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
2023,Pinus strobus,26,E,30,4.7,8.36,snack,2.868,NA,2011,2.868,NA
379,Pinus strobus,27,N,42.5,5.7,12.43,snack,6.938,NA,2011,6.938,NA
380,Pinus strobus,27,W,37,7,15.59,snack,10.098,NA,2011,10.098,NA
382,Pinus strobus,27,E,66,11.9,38.41,lunch,27.91,NA,2011,27.91,NA
258,Acer rubrum,28,E,15.5,4,14.37,lunch,3.87,NA,2011,3.87,NA
383,Pinus strobus,28,N,46,6.3,19.72,lunch,9.22,NA,2011,9.22,NA
384,Pinus strobus,28,W,52.5,8.1,24.92,lunch,14.42,NA,2011,14.42,NA
530,Quercus rubra,28,E,52.5,5.1,17.15,lunch,6.65,NA,2011,6.65,NA
1108,betula nigra,28,N,58,3.9,11.97,snack,8.912,NA,2011,8.912,NA
2050,Pinus strobus,28,N,24,4.3,5.61,lg envelope,2.552,NA,2011,2.552,NA
113,Betula lenta,29,N,42,2.3,9.86,snack,4.368,NA,2011,4.368,NA
114,Pinus strobus,29,W,54.5,5.2,15.64,snack,10.148,NA,2011,10.148,NA
259,Acer rubrum,29,N,36,2.8,9.33,snack,3.838,NA,2011,3.838,NA
260,Acer rubrum,29,W,67,6.1,18.65,snack,13.158,NA,2011,13.158,NA
261,Acer rubrum,29,S,39,5.6,10.95,snack,5.458,NA,2011,5.458,NA
117,Betula lenta,30,N,38,2,3.03,1pt2s,0.885,NA,2011,0.885,NA
118,Betula lenta,30,W,76,5.9,21.88,lunch,11.38,NA,2011,11.38,NA
119,Betula lenta,30,S,60,3.8,19.73,lunch,9.23,NA,2011,9.23,NA
264,Acer rubrum,30,W,29,3.3,5.98,lg envelope,2.922,NA,2011,2.922,NA
266,Acer rubrum,30,E,67,6.5,21.05,lunch,10.55,NA,2011,10.55,NA
391,Pinus strobus,30,N,55,10.6,33.72,lunch,23.22,NA,2011,23.22,NA
392,Pinus strobus,30,W,41,5.9,19.05,lunch,8.55,NA,2011,8.55,NA
393,Pinus strobus,30,S,55.5,10.7,32.23,lunch,21.73,NA,2011,21.73,NA
536,Quercus rubra,30,W,44.5,4.1,14.59,lunch,4.09,NA,2011,4.09,NA
1119,betula nigra,30,E,36,3.5,3.35,1pt2s,0.292,NA,2011,0.292,NA
123,Betula lenta,31,S,58,4.5,18.25,lunch,7.75,NA,2011,7.75,NA
267,Acer rubrum,31,N,71,4.2,15.92,lunch,5.42,NA,2011,5.42,NA
270,Acer rubrum,31,E,39,3.9,6.36,1pt4s,3.78,NA,2011,3.78,NA
395,Pinus strobus,31,N,89,13.6,64.21,x2 lunch lite,43.09,NA,2011,43.09,NA
396,Pinus strobus,31,W,70,12.23,42.02,lunch lite,31.46,18.358,2011,49.818,NA
272,Acer rubrum,32,W,NA,NA,NA,NA,NA,NA,2011,NA,NA
399,Pinus strobus,32,N,79,15.75,61.19,lunch lite,50.63,NA,2011,50.63,NA
1437,Acer rubrum,32,W,17.5,2.5,3.07,1pt2s,0.925,NA,2011,0.925,NA
403,Pinus strobus,33,N,64,10.1,34.45,lunch lite,23.89,8.038,2011,31.928,NA
405,Pinus strobus,33,S,33.5,3.7,5.95,2pt2s,1.78,NA,2011,1.78,NA
585,Pinus strobus,33,E,24.5,3.8,3.83,1pt2s,1.685,NA,2011,1.685,NA
1129,betula nigra,33,W,46.5,4.2,4.84,1pt3s,1.782,NA,2011,1.782,NA
1285,Quercus rubra,33,W,34.5,3.6,4.63,1pt4s,2.455,NA,2011,2.455,NA
1287,Quercus rubra,33,E,38.5,4.1,13.41,lunch,2.91,NA,2011,2.91,NA
1441,Acer rubrum,33,W,33,2.9,5.78,2pt2s,1.61,NA,2011,1.61,NA
1443,Acer rubrum,33,E,18,1.9,2.67,1pt2s,0.525,NA,2011,0.525,NA
1487,Acer rubrum,33,N,18.5,1.3,2.51,1pt2s,0.365,NA,2011,0.365,NA
407,Pinus strobus,34,N,34,4.2,14.16,lunch,3.66,NA,2011,3.66,NA
408,Pinus strobus,34,W,34.5,4.2,14.18,lunch,3.68,NA,2011,3.68,NA
409,Pinus strobus,34,S,30,6.3,17.45,lunch,6.95,NA,2011,6.95,NA
537,Acer rubrum,34,S,34,3.1,6.32,2pt2s,2.15,NA,2011,2.15,NA
1514,Acer rubrum,34,W,19.5,2.6,2.81,1pt2s,0.665,NA,2011,0.665,NA
1525,Acer rubrum,35,W,31,2.3,4.46,lg envelope,1.402,NA,2011,1.402,NA
590,Pinus strobus,40,S,38,6.4,11.74,snack,6.248,NA,2011,6.248,NA
c40,Pinus strobus,40,W,51,7.7,16.09,snack,10.598,NA,2011,10.598,NA
1151,betula nigra,41,E,64,3.7,14.13,lunch lite,11.072,NA,2011,11.072,NA
1305,Acer rubrum,41,W,23,3.7,5.94,lg envelope,2.882,NA,2011,2.882,NA
1471,Acer rubrum,41,W,21,1.2,4.11,lg envelope,1.052,NA,2011,1.052,NA
2011,Pinus strobus,41,S,49,6.8,11.39,snack,5.898,NA,2011,5.898,NA
2017,Pinus strobus,41,E,53,6.3,13.96,snack,8.468,NA,2011,8.468,NA
2040,Pinus strobus,41,W,19.5,1.8,4.13,lg envelope,1.072,NA,2011,1.072,NA
c24,Pinus strobus,41,W,54,8.4,19.87,snack,14.378,NA,2011,14.378,NA
c26,Pinus strobus,41,S,38.5,5.6,10.81,snack,5.318,NA,2011,5.318,NA
c31,Pinus strobus,41,E,43,5.4,10.7,snack,5.208,NA,2011,5.208,NA
589,Pinus strobus,42,S,50,7.7,14.67,snack,9.178,NA,2011,9.178,NA
1146,betula nigra,42,S,98.5,10.8,68.18,grocery,65.122,NA,2011,65.122,NA
c12,Pinus strobus,42,S,38,5.9,11.19,snack,5.698,NA,2011,5.698,NA
c13,Pinus strobus,42,S,69,12.7,74.15,grocery,28.818,NA,2011,28.818,NA
c16,Betula lenta,42,W,95,8.8,26.8,snack,21.308,NA,2011,21.308,NA
c3,Betula lenta,42,N,69,5.7,23.44,snack,17.948,NA,2011,17.948,NA
c6,Pinus strobus,42,E,67,9.4,24.61,snack,19.118,NA,2011,19.118,NA
c8,Acer rubrum,42,E,50,5.3,11.33,snack,5.838,NA,2011,5.838,NA
1028?,betula spp.,8,N,132,11,NA,NA,NA,NA,2011,NA,NA
4601,Quercus rubra,1,W,13,2.1,NA,NA,4.3231,NA,2013,4.3231,NA
4602,Quercus rubra,1,E,16,1.5,NA,NA,NA,NA,2013,NA,NA
4400,Pinus strobus,1,W,32,4.8,NA,NA,3.67,0.31,2013,3.98,0.42
4002,Betula lenta,1,E,35,3.3,NA,NA,NA,NA,2013,NA,NA
4401,Pinus strobus,1,W,38,5.7,NA,NA,6.52,3.55,2013,10.07,2.01
4402,Pinus strobus,1,E,39,5.9,NA,NA,13.23,11.68,2013,24.91,5.65
4603,Quercus rubra,1,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4201,Acer rubrum,1,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4200,Acer rubrum,1,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4600,Quercus rubra,1,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4001,Betula lenta,1,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4000,Betula lenta,1,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4403,Pinus strobus,1,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4202,Acer rubrum,1,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4003,Betula lenta,1,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4203,Acer rubrum,1,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4004,Betula lenta,2,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4604,Quercus rubra,2,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4404,Pinus strobus,2,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4204,Acer rubrum,2,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4205,Acer rubrum,2,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4605,Quercus rubra,2,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4005,Betula lenta,2,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4405,Pinus strobus,2,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4406,Pinus strobus,2,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4607,Quercus rubra,2,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4207,Acer rubrum,2,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4206,Acer rubrum,2,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4606,Quercus rubra,2,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4407,Pinus strobus,2,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4007,Betula lenta,2,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4006,Betula lenta,2,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4411,Pinus strobus,3,E,23,3.7,NA,NA,1.14,NA,2013,1.14,NA
4410,Pinus strobus,3,E,41,5.4,NA,NA,3.54,0.35,2013,3.89,0.72
4009,Betula lenta,3,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4608,Quercus rubra,3,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4609,Quercus rubra,3,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4208,Acer rubrum,3,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4409,Pinus strobus,3,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4209,Acer rubrum,3,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4408,Pinus strobus,3,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4008,Betula lenta,3,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4611,Quercus rubra,3,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4211,Acer rubrum,3,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4010,Betula lenta,3,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4610,Quercus rubra,3,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4210,Acer rubrum,3,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4011,Betula lenta,3,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4212,Acer rubrum,4,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4612,Quercus rubra,4,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4412,Pinus strobus,4,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4213,Acer rubrum,4,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4013,Betula lenta,4,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4613,Quercus rubra,4,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4413,Pinus strobus,4,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4012,Betula lenta,4,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4414,Pinus strobus,4,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4415,Pinus strobus,4,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4014,Betula lenta,4,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4214,Acer rubrum,4,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4614,Quercus rubra,4,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4769,Quercus rubra,4,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4015,Betula lenta,4,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4215,Acer rubrum,4,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4616,Quercus rubra,5,W,14.5,1.5,NA,NA,NA,NA,2013,NA,NA
4217,Acer rubrum,5,W,18,2.9,NA,NA,NA,NA,2013,NA,NA
4418,Pinus strobus,5,E,24,3,NA,NA,NA,NA,2013,NA,NA
4216,Acer rubrum,5,W,27,2.2,NA,NA,NA,NA,2013,NA,NA
4416,Pinus strobus,5,W,31,5.3,NA,NA,10.68,7.24,2013,17.92,3.14
4417,Pinus strobus,5,W,39,5.7,NA,NA,9.78,8.39,2013,18.17,7.17
4017,Betula lenta,5,W,73.5,6.9,NA,NA,2.18,NA,2013,2.18,NA
4419,Pinus strobus,5,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4617,Quercus rubra,5,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4016,Betula lenta,5,W,NA,NA,NA,NA,NA,NA,2013,NA,NA
4218,Acer rubrum,5,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4019,Betula lenta,5,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4618,Quercus rubra,5,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4619,Quercus rubra,5,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
4018,Betula lenta,5,E,NA,NA,NA,NA,NA,NA,2013,NA,NA
